장벽	5.0
도시	5.0
고려대	5.0
참사	4.666666666666666
출근길	4.0
없다	4.0
투명	4.0
강연	4.0
취소	4.0
예산	3.333333333333333
박경석	3.333333333333333
적	3.333333333333333
대표	3.333333333333333
활동가	3.0
보장	3.0
아니다	3.0
왜	3.0
대규모	3.0
핼러윈	3.0
수	3.0
장관	3.0
조	3.0
규홍	3.0
경찰	2.6666666666666665
권리	2.6666666666666665
동권	2.6666666666666665
이태원	2.6666666666666665
버스	2.6666666666666665
정부	2.0
찾다	2.0
속	2.0
막다	2.0
마지막	2.0
기후	2.0
위기	2.0
시간	2.0
로	2.0
끝	2.0
또	2.0
슬기롭다	2.0
기자	2.0
생활	2.0
너머	2.0
서울시	2.0
집회	2.0
울	2.0
사회	2.0
복지	2.0
이상민	2.0
배치	2.0
해결	2.0
되다	2.0
이재명	2.0
시선	2.0
여론	2.0
학생	2.0
서울	2.0
주말	2.0
진보	2.0
불	2.0
손배	2.0
소송	2.0
사과	2.0
여성	2.0
넘다	2.0
이유	2.0
주환	2.0
선고	2.0
미루다	2.0
누	2.0
그렇다	2.0
합법	2.0
벗어나다	2.0
바꾸다	2.0
총	2.0
학	2.0
말	2.0
송치	1.3333333333333333
도심	1.3333333333333333
증액	1.3333333333333333
날	1.3333333333333333
문제	1.3333333333333333
혐오	1.3333333333333333
경찰청장	1.3333333333333333
심	1.3333333333333333
집유	1.3333333333333333
집행유예	1.3333333333333333
징역	1.3333333333333333
차별	1.3333333333333333
법원	1.3333333333333333
결정	1.3333333333333333
교통	1.3333333333333333
조정	1.3333333333333333
달라	1.3333333333333333
지나다	1.3333333333333333
검찰	1.0
만난	1.0
경청	1.0
위	1.0
돌입	1.0
이제	1.0
답	1.0
먹방	1.0
포르노	1.0
배우다	1.0
이성	1.0
내일	1.0
코로나	1.0
의심	1.0
증상	1.0
시	1.0
꼭	1.0
신	1.0
항원	1.0
검사	1.0
베를린	1.0
피해자	1.0
소통	1.0
재난	1.0
이뤄지다	1.0
한	1.0
주간	1.0
지켜보다	1.0
전문가	1.0
인	1.0
좌담	1.0
회	1.0
잃어버리다	1.0
국가	1.0
또다른	1.0
